3.06,4.129,4.53,6.278,5.034,6.016,5.616,5.777,6.341,4.878,6.205,5.951,6.456,4.908,7.26,6.473,6.069,5.859,6.003,5.343,6.15,5.771,5.56,6.097,5.485,6.648,6.082,4.634,4.48,3.032
3.333,4.411,5.431,5.531,6.299,5.593,5.744,5.741,5.91,5.577,5.234,6.152,5.678,6.246,6.047,6.064,5.834,6.365,4.961,6.217,6.777,5.662,6.319,4.888,6.704,5.248,5.707,5.01,4.206,2.747
3.458,4.495,4.524,5.266,5.411,6.546,5.841,5.074,5.623,5.945,5.934,5.681,6.283,6.23,5.234,6.051,5.498,6.253,5.671,6.292,6.264,5.182,5.421,5.456,6.116,6.406,6.603,4.695,4.444,3.233
3.185,3.916,5.394,5.405,5.334,5.57,4.942,5.478,6.642,5.867,6.617,5.971,5.672,5.4,6.427,5.195,5.322,6.33,5.26,5.127,5.548,4.801,5.951,5.115,5.693,5.61,5.827,4.84,4.299,3.949
3.145,4.455,5.444,6.433,6.444,5.042,6.073,6.322,5.54,5.683,6.079,6.133,5.932,6.464,5.963,5.71,4.954,6.316,6.951,6.25,5.565,5.644,5.919,5.472,5.019,5.868,6.324,5.284,4.161,3.475
3.621,4.058,4.743,5.609,5.967,5.669,5.61,7.078,5.593,5.875,6.453,5.342,6.385,6.086,6.03,5.591,6.629,5.945,5.794,5.552,5.656,5.765,4.472,5.635,6.394,5.458,6.294,4.892,4.245,2.871
3.764,4.535,4.514,5.75,5.575,6.493,5.424,5.949,6.322,6.371,5.904,5.585,6.238,6.193,5.406,6.555,5.589,4.961,4.522,5.982,6.425,5.632,5.976,6.341,6.429,5.761,6.375,4.783,4.862,3.068
3.376,4.509,4.716,6.063,6.736,5.878,6.379,5.73,6.93,5.773,6.606,6.268,6.132,5.957,6.003,5.93,6.015,5.615,5.182,5.58,5.736,5.51,6.492,4.629,6.173,6.311,5.774,5.021,4.982,3.138
2.708,3.919,4.439,6.786,6.515,5.651,5.711,6.808,6.505,6.065,6.748,6.118,6.023,6.716,5.692,5.77,6.585,6.111,6.32,5.278,5.428,6.205,6.306,5.675,5.804,6.212,6.137,5.027,4.121,3.704
3.482,3.906,5.473,5.869,5.938,7.127,6.463,6.454,6.218,5.863,6.887,6.198,6.066,5.087,5.671,6.368,5.32,5.826,6.002,6.374,5.653,7.585,6.765,5.118,6.327,6.526,6.055,5.641,4.647,3.334
3.47,3.992,4.576,5.504,6.589,5.727,6.55,6.773,5.626,6.312,6.67,6.72,6.277,6.307,5.764,6.766,6.249,5.684,5.638,6.486,5.397,6.184,5.235,6.625,5.515,5.705,5.108,5.464,4.458,3.539
3.036,3.636,4.335,5.858,5.801,5.881,6.408,6.331,6.525,6.838,6.248,5.081,5.941,6.544,6.114,5.65,5.954,5.898,5.963,6.509,5.566,5.668,5.318,5.527,5.879,7.004,6.37,5.005,4.652,3.449
3.25,4.307,5.855,5.672,6.97,5.244,6.726,5.926,6.198,5.792,6.468,6.647,6.129,5.366,6.401,6.721,6.231,6.5,6.172,5.751,6.583,5.902,6.809,5.243,6.292,5.819,5.746,4.618,3.905,2.986
3.221,4.216,5.109,5.787,7.077,5.469,4.838,6.433,6.206,6.809,6.092,5.675,5.893,5.998,7.04,6.479,5.818,5.476,6.089,5.818,6.49,5.438,5.821,5.742,5.699,5.265,5.636,5.719,4.758,2.92
3.335,4.398,4.657,5.951,6.317,5.799,5.795,6.375,6.542,5.63,5.986,5.598,5.309,5.733,5.452,5.588,6.605,5.968,6.2,6.059,5.663,6.409,5.69,5.304,6.278,5.056,6.147,4.409,3.713,3.298
3.577,4.174,5.001,6.57,5.511,5.632,5.339,5.986,5.197,6.042,6.654,5.538,6.577,5.091,5.461,5.487,6.413,6.416,6.003,5.901,6.548,5.898,5.677,6.03,6.91,5.841,6.023,4.53,3.544,3.276
3.259,4.382,4.378,6.189,5.262,6.284,5.91,6.116,6.203,6.028,6.995,6.369,5.885,5.736,5.695,6.365,5.189,6.062,5.845,5.537,6.573,6.412,6.152,6.34,6.455,6.489,5.868,5.412,3.668,3.517
2.759,3.679,3.9,4.782,4.715,5.932,4.837,4.684,5.377,5.275,4.688,4.59,4.75,5.447,5.409,4.938,5.669,4.675,5.302,5.491,5.323,5.541,6.166,5.805,5.326,4.717,5.515,4.289,3.325,2.707
2.315,3.153,3.508,3.923,4.057,3.862,4.314,4.319,4.118,4.643,4.726,4.105,3.798,3.956,3.719,3.375,3.466,4.455,3.561,4.394,4.365,4.458,4.687,4.545,4.462,3.836,4.261,3.323,3.05,2.124
1.837,2.442,2.854,3.282,2.89,3.033,3.718,3.526,3.786,3.018,3.625,3.544,3.191,3.099,3.005,2.773,3.417,3.348,2.876,3.47,2.926,3.382,3.518,3.794,3.823,3.339,3.12,2.833,2.162,2.008
